,text,airline_sentiment
11811,@usairways issues are not with people who r nice or storm emails with wrong phone numbers auto rebooked flights to non connecting cities,-1
11812,@usairways missing my reservations due to a cancelled flightled flight. make it right by giving me first class tomorrow. make your customers happy.,-1
11813,@usairways it is not a consolation because my bags are somewhere else which is a real impediment to me going on a different vacation,-1
11814,@usairways any tips on getting a hotel that your airline will not get for any of us even though we were told that we had make our flight?,-1
11815,@usairways i left my sons duke hat on flight 1761 last night. it says mason on the back. any way of locating it? thanks in advance!,0
11816,@usairways will my known traveler no. transfer over from @americanair ? when i check in at t24 as an aa elite i can get choice seats?,0
11817,@usairways i booked a flight yesterday but didnt receive an email confirmation and i my dividends number is not registering. please help.,-1
11818,@usairways crew keeping safety top of mind in clt. ,1
11819,@usairways amp; there are seats together they just have fees. seems if I am taking a 5am flight the least you can do is wave the 10.,-1
11820,@usairways im researching a flight amp; noticed a small issue wclass of service between your site amp; other sites. could reservations help me?,0
11821,@usairways i need someone from management to contact me i was flying to a funeral will not make it now to add to my pain they want me 2 pay,-1
11822,@usairways just contaced eyewitness news about the ripoff the cancelled flighted now they want me to pay,-1
11823,@usairways how can i change without penalty and not have to call customer service,0
11824,@usairways when i call it says you all are too busy and to call back late flightr.  this is terrible customer service.  what will you do about it?,-1
11825,@usairways they charged me for a flight they cancelled flightled unbelievable and unheard of,-1
11826,@usairways i was completely ripped of by us airways today never fly this airline  i am contacting my local news,-1
11827,@usairways i cannot believe that you would refer me to a number no one seems to be getting through. really? i need help asap!,-1
11828,@usairways hundreds of people in line and less than half the desks being manned at clt. help?,-1
11829,@usairways why is there no contact email for customer complaints?,-1
11830,@usairways now i am probably going to miss my connection in charlotte so i will have to drive home for the funeral.,-1
11831,@usairways flight 2069 from jfk to charlotte then 3750 from charlotte to birmingham. 2 previous flights to hsv were cancelled flightled.,-1
11832,@usairways still crickets from customer service.,-1
11833,@usairways flight 3900 fro orf to phl.,0
11834,@usairways that is not an excuse to have such a poor website flight booking problems options! my yearly vacation is about to fall through ubetter do smth!,-1
11835,@usairways the phone line disconnects. how can i be in the queue to be answered when the phone line simply disconnects when i call?,-1
11836,@usairways want to bump up my seet to first class for two cancelled flightlations in 24hrs?? what a joke,-1
11837,@usairways  to arrive the plane I am sitting on needs to take off...wish someone would tell us what the holdup is,-1
11838,@usairways this is dating back to nov. i have been sent back and forth between you and @edreamsen. it is a disgrace.,-1
11839,@usairways will do. hoping for a voucher for a future flight optimistic,1
11840,@usairways i did not even leave the airport and you sent 2 of my bags to philadelphia!,-1
11841,@usairways thanks for the info but have been trying for over 24hrs and no luck. flight dep. today. need 2 change 2 tomorrow or thursday,-1
11842,@usairways tried twice today on hold for 30 min each time. i have things to do so cannot live on hold dealing w your customer serv failures,-1
11843,@usairways no warm weather hubs means no mexico for us.  and i cannot go anywhere else since you lost my bags. i hope you attempt to rectify,-1
11844,@usairways no kidding. oy.,-1
11845,@usairways thanks,1
11846,@usairways thank you for blowing my vacation. could not get me anywhere today to make my reservation and also lost 2 bags of mine!,-1
11847,@usairways been trying to talk with a dividend miles rep for 2 days now. i have been holding for over 2 hours each day. what are my options?,-1
11848,@usairways and it still says it is on time on your website btw,-1
11849,@usairways your customer service is horrible,-1
11850,@usairways i expect something more than telling me to see an agent to rebook my flight...,-1
11851,@usairways you have the ability to switch my flight to @americanair but you cannot tell me where my bags are.,-1
11852,@usairways i did and it is been a disaster. you had me sitting on the runway only to bring the plane back to the gate smh,-1
11853,@usairways no we have not because we have been in the same line at the service desk for an 1hr and 12 now in the same spot.,-1
11854,@usairways on your website and on your boards at logan it said it was on time so we went through security and got to the gate (2),0
11855,@usairways i got up at 2 am for a 5 am flight from bos to charlotte which i found was cancelled flightled once i got to the gate (1),-1
11856,@usairways please give tara g a pat on the back and praise.  she was very very helpful.  she is at phl member lounge,1
11857,@usairways  thanks i hope i get to my destination,1
11858,@usairways  well its 11:45am and just got an email that my 11am flight is delayedthats not right,-1
11859,@usairways how soon is possible? i boarded the plane the 1st time at 6:30 am and it is now after 11:30 am and I am still where i started.,-1
11860,@usairways your chairmans phone is down. what other number can i use?,-1
11861,@usairways @americanair you make spirit look like the gem of air travel. you have not handle this winter storm very well...,-1
11862,@usairways thanks for the reply hoping everything is cleared up in charlotte by monday,1
11863,@usairways it takes a month?,-1
11864,yes i filed a report in atlanta. my bags are in charlotte nc. 24 hours late flightr and still cannot find my luggage ... @usairways,-1
11865,@usairways it was supposed to be a carry on and in pittsburgh  coming to boston it was a carry on,-1
11866,@usairways you need to contact me asap. furious,0
11867,@usairways cannot even get on hold to wait to speak to someoneawesome,-1
11868,@usairways almost 4 hours and coin now. understand higher call volume but this is unacceptable.,-1
11869,. @usairways it is been cancelled flighted. your sm response is slow.,-1
11870,@usairways ive had my flight cancelled flightled twice now and after 5 minutes of automated questions the phone just goes to a busy signal. help?,-1
11871,@usairways great job today in ruining 45 peoples vacation. thanks to your incompetent pilot and staff we have all now missed our flights,-1
11872,@usairways your service has been awful in boston and i had to pay 25 extra dollars than i was supposed too i am very dissatisfied mad,-1
11873,@usairways we are on the 2pm flight fll to phl and then connection to man. however with the delays we might miss it. can we go earlier?,-1
11874,@usairways i have been on hold with your gold reservations line for over 3 hours now. flight cancelled flightled. trying to rebook.,-1
11875,.@usairways we have no choice but to pay another 50 to go to the airport in the hopes that we will be treated better by a rep.,-1
11876,@usairways reservations had me on hold for 2 hours only to hang up...smh ,-1
11877,@usairways @americanair how r u supposed to change flights when u cannot get thru to reservations? onehouronhold,-1
11878,@usairways how is us 1797 looking today?,0
11879,@americanair why would i even consider continuing your point program when i received no perks or continued bad customer service? senseless,-1
11880,@americanair we have already made other arrangements ourselves.,0
11881,@americanair thanks for getting back to me. but i will find other airlines in the future.,-1
11882,@americanair why would i pay 200 to reactivate my points that are only useful for certain flights that are not even worth 200?,-1
11883,@americanair stranded for 24 hours in mia patrick casimir has been the only aa staff to apologize for the great inconvenience unreal,-1
11884,@americanair no thanks.  as i said being denied miles that expired one week ago was the last drop for me; plan to avoid aa as possible.,-1
11885,@americanair sorry so late flight responded to your dm.,-1
11886,@americanair believe me i understand. flight 2955. was originally booked for sunday. flight was cancelled flighted and rescheduled for today.,1
11887,@americanair aa employees were rude and unwilling to help. 10000 miles is a rotten cherry on top of a dog shit sunday. nocareforcustomers,-1
11888,@americanair mold on my flight?!? us3825 filthyplane hopeidonotgetsick ,-1
11889,@americanair 767 seconds from touchdown at madrid airport in april 2013 avgeek ,0
11890,@americanair i slept in the miami airport due to mechanical issues and was given 10000 bonus miles to try and make it right. slapintheface,-1
11891,@americanair is the new 9:45 time confirmed or it may get cancelled flightled? traveling with kids need to be certain. thx,0
11892,@americanair 1hr 46 min. cost of flight change 788. was 188 2hrs ago bf drop call. cancelled flighted flight. asked 4 refund.,-1
11893,@americanair it is not just frustratingit was paid for! how do we get a refund?,-1
11894,@americanair dm the locator code thanks.,0
11895,@americanair thank you!,1
11896,@americanair i sure hope you all can fix @usairways. good luck their service sucks. nexttimeiwillflysouthwest,-1
11897,@americanair thanks for no fresh food on my cross country flight and for making my connection so close no time to eat. tpadfwlax,-1
11898,@americanair my flight got cancelled flightled from grk to dfw then to lex for tomorrow and i need it rebooked.,0
11899,@americanair do you have any sort of live chat feature? we are in the uk right now and that call would cost us alot. :(,0
11900,@americanair your planes made me miss 2 connections in 2 days. thanks for nothing,-1
11901,@americanair i purchased main cabin xt for f1571aus. flight was cancelled flightled and i was rescheduled on 1600 with regular seats. credit?,-1
11902,.@americanair just disappointed with the flight booking problems process and addl fees to sit together on a more crowded flight. not impressed so far :.,0
11903,@americanair thanks,1
11904,@americanair thx for responding. i cant watch 2 mins of this film wout it cutting in and out 4 prolonged prds of time. beyond frustrating,-1
11905,@americanair i did,0
11906,.@americanair can you connect me to a person without having to wait 2 hours on hold? i still have not been able to resolve the problem.,-1
11907,@americanair r u serious?? 304min delay with americanairlines aa2444 ohio  dallas missed my connecting flight ,-1
11908,@americanair you are jumping the gun and cancelled flighting flights that could have made it before the snow. now more cancelled flightlations. it is ridiculous.,-1
11909,@americanair i might look into that. my wife travels much more than i do. could we both use the membership?,1
11910,@americanair thank you you too!,0
11911,@americanair what happens when you combine top chef amp; the beauty of san miguel de allende. my late flightst food blog.  ,0
11912,@americanair great thanks. followed.,1
11913,@americanair this is exactly why ill be flying aa from @dullesairport to dallas! only airline i trust!,1
11914,@americanair this does not address my issue. i am on hold for 30 min to speak with an agent.,-1
11915,@americanair got another flight. thanks you,1
11916,@americanair u r horrible.went online to cancelled flight flightno button4that.called cs amp;wait time 40 minsamp;put in my .800calledamp;it hungupnohelp,0
11917,@americanair submitted a case to aa customer relations two weeks ago no word ever since! whats the point of even having cr?,-1
11918,@americanair if by near the gate you mean sitting on the plane for almost 2 hours then yeah.,-1
11919,@americanair i do not think you should help him at all based on his behavior. the voucher and cot seem like enough lol ,1
11920,@americanair still waiting for a flight... i should get my money back,-1
11921,@americanair i cancelled flighted my flight. i really dont need this much trouble.,-1
11922,@americanair: @andrewwasila we are sorry you were uncomfortable andrew. what can we do for you? sma,-1
11923,@americanair hi can you please ticket my award ticket? the status is on request now. thanks.,0
11924,@americanair got back eventually! was a rollercoaster. once i got to the airport amp; got to speak to someone things got fixed very quick.,1
11925,@americanair that is 16 extra hours of travel time. missed vacation time and now you guys are messing with my professional life.,-1
11926,@americanair checked in on app since yesterday. confirmed upgrade amp; carry on got to counter amp; manager upgraded somebody else on my seat!,-1
11927,@americanair trying desperately to get my boyfriend booked on the same us airways flight as myself for the same price. can you help?,-1
11928,@americanair yes yes yesso glad to be headed home!,1
11929,@americanair do not worry. I will be sending a letter with what i expect from you for compensation. i fly twice a week wyou guys...for now,-1
11930,@americanair thanks!!,1
11931,@americanair thanks keep me updated just hope i make either of my connections to killeen tx,1
11932,@americanair i have been on hold wcustomer service line for 68 minutes.  this after i was on phone with an agent for 35 min bf call droped,-1
11933,@americanair i tried to book a rwrd and was told i couldnt. bought tix on usair (now aano choice) did not bother to  aadv with this svc...,-1
11934,@americanair did you know that suicide is the second leading cause of death among teens 1024?,0
11935,@americanair narrowly made standby...lots of snags this trip!,-1
11936,@americanair @pbpinftworth iphone 6 64gb (not 6 plus),0
11937,@americanair i ordered it as i always do. but on a 9hour flight delayed for 4 hours it was worse than ever before when you forgot my meal.,-1
11938,@americanair thanks so much!,1
11939,@americanair @robertdwyer aa doesnt charge any fees to change award tickets as long as the origin destination amp; award type remains the same,1
11940,@americanair i need a flight out tonight. is not there anything else?,-1
11941,@americanair thank you for the confirmation.,1
11942,@americanair spent 8 for the choppiest feed of whiplash ever. americanairlinesfail iwantmymoneyback,-1
11943,@americanair ok i will call them likely tmrw uk time to question the process getting the change charge reversed due to a bereavement,0
11944,@americanair  please find my bag!! in singapore for three days already without my bag. last known destination lax tag: 580815 please help.,-1
11945,@americanair inconvenient is such a convenient word.,-1
11946,@americanair your response could have made all the difference. it could have made the situation better. no trust...get lost like my bag.,-1
11947,@americanair delayed on the way to puerto rico and delayed on the way back to new york this is disgraceful,-1
11948,@americanair that is ok...you may keep my 25 and lose my bag with no info but you no longer have my trust. bad way to handle this.,-1
11949,@americanair come on i just want to go home i cannot miss another day of work stuckinmemphis texasisclosed,-1
11950,@americanair here is the photo ;) ,0
11951,@americanair you guys are killing me. ,-1
11952,@americanair aww cool! it is nice to know they are still up above my head then. one of my faves.,1
11953,@americanair what is the status of flight 1357 out of sju?,0
11954,@americanair would love to dm you but my twitter app says you are not following me and i cannot.,0
11955,@americanair its not that i was not offered perks by @usairways.  i asked and was told no. thenewamerican,-1
11956,@americanair good care of their customers if anything happen to then take you @delta  for getting me back to nyc !! screw you @americanair,-1
11957,@americanair cost me over 200 dollars because flight was cancelled flightled and could not even give me a food comp!! fly @jetblue @delta they take,-1
11958,@americanair they will just say dumb things to beat around the bush ! if you are flight cancelled flightled be prepared for no compassion from them,-1
11959,@americanair yes to the ios. I am running ios 8.1.3,0
11960,@americanair worst company ever please do not fly with them i repeat please do not fly !! they will not credit you if you are delayed,-1
11961,@americanair continues to win: I have never missed a flight before but a nice little quiet gate change made it possible. sheesh.,1
11962,@americanair  keeping aa up in the air! my crew chief cousin alex espinosa in dfw! ,0
11963,@americanair lost my cats missed their flights kept them crated 30 hrs for a  wouldbe 5 hr trip. you you will never touch my pets again.,-1
11964,@americanair do not worry you will not steal my money again,-1
11965,@americanair why am i continually getting put on hold by painfully inexperienced people when calling your platinum desk?!,-1
11966,@americanair pretty lame response to a two paged single spaced letter ,-1
11967,@americanair it is not what happens to us that matters...it is our response that matters. way to drop the ball aa.,-1
11968,@americanair i am looking for help on usairways award travel booked for wife and two boys no seats assigned.,-1
11969,@americanair @clarkey19 we done it with 1 truck... no biggie ,0
11970,@americanair and @itunesmusic have put me in bad mood. i have not been this angry since spagnuolo coached the rams,-1
11971,@americanair and they cancelled flighted my flight and left me with no help to find a hotel to stay in. i slept in an airport for a night,-1
11972,@americanair flight 1181 out of vegas to dfw. cancelled flightled sunday and monday no whammie today!,-1
11973,@americanair airport snow removal method 22...keep up the good work folks this is where cessnas become 747s! ,1
11974,@americanair these birds could fly to south america for example argentina,0
11975,@americanair my flight 386 from jacksonville fl to dallas is showing cancelled flightled. what is going on?  am i rebooked on another flight?,-1
11976,@americanair great thanks!,1
11977,@americanair awesome. thanks!,1
11978,@americanair my flight 386 to dallas from jacksonville fl has been cancelled flightled. no one has notified me. what is going on?,-1
11979,@americanair extremely upset that your baggage handlers decide to go in my luggage and take my belongings,-1
11980,@americanair flight 65 delayed over 4 hours on 222 had no gf meals despite my early request attendant seat fell on my leg badservice,-1
11981,@americanair but what i can always rely on when i fly usair or american is that employees will be rude and unhappy.,-1
11982,@americanair robocalls me with another cancelled flightation. and then when i dont accept the change it wont let me connect to an agent. just wow.,-1
11983,@americanair said that aa does not provide inflight wifi on the routes to china based on some federal laws but united does why is that?,-1
11984,@americanair right. but more than two hours late flight and it seems due to poor communication which sounded like it was annoying onplane staff,-1
11985,@americanair I am not sure what happened to my usairways status when the merger took place.,-1
11986,@americanair can u help rebook passenger via twitterdm.  been on hold for 1.5 hours. thanks!,-1
11987,@americanair I would like to apologize to the gate agent for flight aa76 i was not aware that zone 1 was after the nine other precious gems.,0
11988,@americanair my key point of confusion is whether i can make this change even though the initial flight booking problems was on us airways metal?,0
11989,@americanair origindestinationdates are the same. going from us airways connecting flight to aa direct flight. award is saver level.,0
11990,@americanair when will the old 777200 fly ordpvg get upgraded?,0
11991,@americanair i know. just a little cold weather humor. :),0
11992,@americanair none of the lax flights into dfw have been cancelled flightled. those landing before and after ours are fine. completely arbitrary.,1
11993,@americanair that does not really answer my question. maybe if i provide more details you can give me clarification...,-1
11994,@americanair this delayed bag was for my friend lisa pafe. she got her bag after 3 days in costa rica. issue no updates on your system.,-1
11995,@americanair thanks!,0
11996,@americanair aww thanks aa..dfw was on gma up here this am..so i understand ..btw a.a is my airline when im able to trv..love you guys.:),1
11997,@americanair these are some awesome photos. thanks for sharing! ,1
11998,@americanair new plane gogo easy power for laptop iphone just missing a good boatstyle swivel cup holder for my dietcoke happyflier,1
11999,@americanair how about some rampers at gate b40 dfw?   waiting to be marshaled in,-1
12000,@americanair you cancelled flight my flight and theres no way to rebook on the website or app? i have to wait 35 minutes on hold? fail cc @delta,-1
12001,@americanair i thought all those planes were retired? md80,0
12002,just got off the phone @americanair customer service. only 8 minutes to get my issue resoled. you guys are awesome.,1
12003,@americanair thanks for the info is there a number i can call to speak to a person? it is going to take an hour to type it out,1
12004,@americanair we are off to kax premium.  hoping this flight is better food tv now i know how to work it and service. tnx,0
12005,@americanair @beantownmatty sounds like a date!,1
12006,@americanair I am frustrated by all of the @usairways attitude toward execplat members. thenewamerican,-1
12007,@americanair another day another grievance with this airline. no customer service,-1
12008,@americanair you have misunderstood. @usairways would not do a same day flight change for me. the gate agent said no.,-1
12009,@americanair flight 35. I am on my way.,0
12010,@americanair car accident on my way to the airport. missed flight from rno to dca. trying to resched but your line has 2 hr wait,-1
12011,@americanair thanks so much!,0
12012,@americanair: we hope you enjoy the winterweather and brought your warm coat and gloves maria! yup! new beanie ,1
12013,@americanair @lpalumbo what weather sun is out,-1
12014,@americanair so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good,-1
12015,@americanair any idea on what the wait time is for refunds from @usairways? i was told a few days over the phone  but it is well past that.,-1
12016,@americanair i was happy to purchase the upgrade. if only it was avail on my next flight.,1
12017,@americanair it is now going to be reported to the police due to the sexual assult sad that you did not care,-1
12018,@americanair 4th flight rebooked to is not cancelled flighted! woohoo. going to make it to @laguardiaair,-1
12019,@americanair my flight to dfw from lit on my way to pdx tomorrow was cancelled flighted. can you help me?,0
12020,@americanair the issue is the lack of consideration of an announcement made so late flight when the gate agent had been there for over an hour.,-1
12021,@americanair i understand. but why is this the only flight of the day not going out? twice?! I am now out of extra meds and diapers for baby.,-1
12022,@americanair i sure do. I am running version 3.10.0,0
12023,@americanair you could train your flight attendants to have some manners and decency,-1
12024,@americanair @dfwairport you 2 together are the best part of flying!,1
12025,@americanair over the last year 50 of my flights have been delayed or cancelled flightled.  I am done with you.,-1
12026,@americanair fyi...call stilling getting dropped.  after an hour of continuous dialing. attempted to cancelled flight online but not able to. help!!!,-1
12027,@americanair how can i get you guys to respond to my tweets and dm??? really sad feeling to be ignored.,-1
12028,@americanair @souljacoy what is aa going to do to fix their utterly embarrassing customer service? you will not even answer the dang phone!,-1
12029,@americanair  800 number will not even let you wait for next customer rep. very frustrating. cannot talk to humans.,-1
12030,@americanair i want to speak to a human being! !!  this is not an obscene request!,-1
12031,@americanair no response to dm or email yet.  customer service?,-1
12032,@americanair should reconsider usairways acquisition. flight 1843 aa gold flyers insulted by attendant for hanging jacket!,-1
12033,@americanair thank you.....you do the same!!,1
12034,@americanair you need to work harder on the disconnect between your intention and the reality your passengers face,-1
12035,@americanair  how long does it take to get credit to my aa account? traveled in jan amp; only one leg reported. asked for credit no response.,-1
12036,@americanair hopefully you ll see bad ones as opportunity to get better and not dwell in it... and the good ones as encouragement words!,1
12037,@americanair okay i think 1565 has waited long enough for a gate at dfw...,-1
12038,@deltaassist now at 57 minutes waiting on silver elite line for someone to pick up! help!,-1
12039,@deltaassist what i have to say is more than 140 characters! plus you do not follow me,-1
12040,@americanair why would i even consider continuing your point program when i received no perks or continued bad customer service? senseless,-1
12041,@americanair we have already made other arrangements ourselves.,0
12042,@americanair thanks for getting back to me. but i will find other airlines in the future.,-1
12043,@americanair why would i pay 200 to reactivate my points that are only useful for certain flights that are not even worth 200?,-1
12044,@americanair stranded for 24 hours in mia patrick casimir has been the only aa staff to apologize for the great inconvenience unreal,-1
12045,@americanair no thanks.  as i said being denied miles that expired one week ago was the last drop for me; plan to avoid aa as possible.,-1
12046,@americanair sorry so late flight responded to your dm.,-1
12047,@americanair believe me i understand. flight 2955. was originally booked for sunday. flight was cancelled flighted and rescheduled for today.,-1
12048,@americanair aa employees were rude and unwilling to help. 10000 miles is a rotten cherry on top of a dog shit sunday. nocareforcustomers,-1
12049,@americanair mold on my flight?!? us3825 filthyplane hopeidonotgetsick ,-1
12050,@americanair 767 seconds from touchdown at madrid airport in april 2013 avgeek ,0
12051,@americanair i slept in the miami airport due to mechanical issues and was given 10000 bonus miles to try and make it right. slapintheface,-1
12052,@americanair is the new 9:45 time confirmed or it may get cancelled flightled? traveling with kids need to be certain. thx,0
12053,@americanair 1hr 46 min. cost of flight change 788. was 188 2hrs ago bf drop call. cancelled flighted flight. asked 4 refund.,-1
12054,@americanair it is not just frustratingit was paid for! how do we get a refund?,-1
12055,@americanair dm the locator code thanks.,0
12056,@americanair thank you!,1
12057,@americanair i sure hope you all can fix @usairways. good luck their service sucks. nexttimeiwillflysouthwest,-1
12058,@americanair thanks for no fresh food on my cross country flight and for making my connection so close no time to eat. tpadfwlax,-1
12059,@americanair my flight got cancelled flightled from grk to dfw then to lex for tomorrow and i need it rebooked.,0
12060,@americanair do you have any sort of live chat feature? we are in the uk right now and that call would cost us alot. :(,0
12061,@americanair your planes made me miss 2 connections in 2 days. thanks for nothing,-1
12062,@americanair i purchased main cabin xt for f1571aus. flight was cancelled flightled and i was rescheduled on 1600 with regular seats. credit?,-1
12063,.@americanair just disappointed with the flight booking problems process and addl fees to sit together on a more crowded flight. not impressed so far :.,0
12064,@americanair thanks,1
12065,@americanair thx for responding. i cant watch 2 mins of this film wout it cutting in and out 4 prolonged prds of time. beyond frustrating,-1
12066,@americanair i did,0
12067,.@americanair can you connect me to a person without having to wait 2 hours on hold? i still have not been able to resolve the problem.,-1
12068,@americanair r u serious?? 304min delay with americanairlines aa2444 ohio  dallas missed my connecting flight ,-1
12069,@americanair you are jumping the gun and cancelled flighting flights that could have made it before the snow. now more cancelled flightlations. it is ridiculous.,-1
12070,@americanair i might look into that. my wife travels much more than i do. could we both use the membership?,0
12071,@americanair thank you you too!,1
12072,@americanair what happens when you combine top chef amp; the beauty of san miguel de allende. my late flightst food blog.  ,0
12073,@americanair great thanks. followed.,1
12074,@americanair this is exactly why ill be flying aa from @dullesairport to dallas! only airline i trust!,1
12075,@americanair this does not address my issue. i am on hold for 30 min to speak with an agent.,-1
12076,@americanair got another flight. thanks you,1
12077,@americanair u r horrible.went online to cancelled flight flightno button4that.called cs amp;wait time 40 minsamp;put in my .800calledamp;it hungupnohelp,0
12078,@americanair submitted a case to aa customer relations two weeks ago no word ever since! whats the point of even having cr?,-1
12079,@americanair if by near the gate you mean sitting on the plane for almost 2 hours then yeah.,-1
12080,@americanair i do not think you should help him at all based on his behavior. the voucher and cot seem like enough lol ,0
12081,@americanair still waiting for a flight... i should get my money back,-1
12082,@americanair i cancelled flighted my flight. i really dont need this much trouble.,-1
12083,@americanair: @andrewwasila we are sorry you were uncomfortable andrew. what can we do for you? sma,-1
12084,@americanair hi can you please ticket my award ticket? the status is on request now. thanks.,0
12085,@americanair got back eventually! was a rollercoaster. once i got to the airport amp; got to speak to someone things got fixed very quick.,1
12086,@americanair that is 16 extra hours of travel time. missed vacation time and now you guys are messing with my professional life.,-1
12087,@americanair checked in on app since yesterday. confirmed upgrade amp; carry on got to counter amp; manager upgraded somebody else on my seat!,-1
12088,@americanair trying desperately to get my boyfriend booked on the same us airways flight as myself for the same price. can you help?,0
12089,@americanair yes yes yesso glad to be headed home!,1
12090,@americanair do not worry. I will be sending a letter with what i expect from you for compensation. i fly twice a week wyou guys...for now,-1
12091,@americanair thanks!!,1
12092,@americanair thanks keep me updated just hope i make either of my connections to killeen tx,1
12093,@americanair i have been on hold wcustomer service line for 68 minutes.  this after i was on phone with an agent for 35 min bf call droped,-1
12094,@americanair i tried to book a rwrd and was told i couldnt. bought tix on usair (now aano choice) did not bother to  aadv with this svc...,-1
12095,@americanair did you know that suicide is the second leading cause of death among teens 1024?,0
12096,@americanair narrowly made standby...lots of snags this trip!,-1
12097,@americanair @pbpinftworth iphone 6 64gb (not 6 plus),0
12098,@americanair i ordered it as i always do. but on a 9hour flight delayed for 4 hours it was worse than ever before when you forgot my meal.,-1
12099,@americanair thanks so much!,1
12100,@americanair @robertdwyer aa doesnt charge any fees to change award tickets as long as the origin destination amp; award type remains the same,0
12101,@americanair i need a flight out tonight. is not there anything else?,-1
12102,@americanair thank you for the confirmation.,1
12103,@americanair spent 8 for the choppiest feed of whiplash ever. americanairlinesfail iwantmymoneyback,-1
12104,@americanair ok i will call them likely tmrw uk time to question the process getting the change charge reversed due to a bereavement,0
12105,@americanair  please find my bag!! in singapore for three days already without my bag. last known destination lax tag: 580815 please help.,-1
12106,@americanair inconvenient is such a convenient word.,-1
12107,@americanair your response could have made all the difference. it could have made the situation better. no trust...get lost like my bag.,-1
12108,@americanair delayed on the way to puerto rico and delayed on the way back to new york this is disgraceful,-1
12109,@americanair that is ok...you may keep my 25 and lose my bag with no info but you no longer have my trust. bad way to handle this.,-1
12110,@americanair come on i just want to go home i cannot miss another day of work stuckinmemphis texasisclosed,-1
12111,@americanair here is the photo ;) ,0
12112,@americanair you guys are killing me. ,-1
12113,@americanair aww cool! it is nice to know they are still up above my head then. one of my faves.,1
12114,@americanair what is the status of flight 1357 out of sju?,0
12115,@americanair would love to dm you but my twitter app says you are not following me and i cannot.,-1
12116,@americanair its not that i was not offered perks by @usairways.  i asked and was told no. thenewamerican,-1
12117,@americanair good care of their customers if anything happen to then take you @delta  for getting me back to nyc !! screw you @americanair,-1
12118,@americanair cost me over 200 dollars because flight was cancelled flightled and could not even give me a food comp!! fly @jetblue @delta they take,-1
12119,@americanair they will just say dumb things to beat around the bush ! if you are flight cancelled flightled be prepared for no compassion from them,-1
12120,@americanair yes to the ios. I am running ios 8.1.3,0
12121,@americanair worst company ever please do not fly with them i repeat please do not fly !! they will not credit you if you are delayed,-1
12122,@americanair continues to win: I have never missed a flight before but a nice little quiet gate change made it possible. sheesh.,-1
12123,@americanair  keeping aa up in the air! my crew chief cousin alex espinosa in dfw! ,1
12124,@americanair lost my cats missed their flights kept them crated 30 hrs for a  wouldbe 5 hr trip. you you will never touch my pets again.,-1
12125,@americanair do not worry you will not steal my money again,-1
12126,@americanair why am i continually getting put on hold by painfully inexperienced people when calling your platinum desk?!,-1
12127,@americanair pretty lame response to a two paged single spaced letter ,-1
12128,@americanair it is not what happens to us that matters...it is our response that matters. way to drop the ball aa.,-1
12129,@americanair i am looking for help on usairways award travel booked for wife and two boys no seats assigned.,-1
12130,@americanair @clarkey19 we done it with 1 truck... no biggie ,1
12131,@americanair and @itunesmusic have put me in bad mood. i have not been this angry since spagnuolo coached the rams,-1
12132,@americanair and they cancelled flighted my flight and left me with no help to find a hotel to stay in. i slept in an airport for a night,-1
12133,@americanair flight 1181 out of vegas to dfw. cancelled flightled sunday and monday no whammie today!,-1
12134,@americanair airport snow removal method 22...keep up the good work folks this is where cessnas become 747s! ,1
12135,@americanair these birds could fly to south america for example argentina,0
12136,@americanair my flight 386 from jacksonville fl to dallas is showing cancelled flightled. what is going on?  am i rebooked on another flight?,-1
12137,@americanair great thanks!,1
12138,@americanair awesome. thanks!,1
12139,@americanair my flight 386 to dallas from jacksonville fl has been cancelled flightled. no one has notified me. what is going on?,-1
12140,@americanair extremely upset that your baggage handlers decide to go in my luggage and take my belongings,-1
12141,@americanair flight 65 delayed over 4 hours on 222 had no gf meals despite my early request attendant seat fell on my leg badservice,-1
12142,@americanair but what i can always rely on when i fly usair or american is that employees will be rude and unhappy.,-1
12143,@americanair robocalls me with another cancelled flightation. and then when i dont accept the change it wont let me connect to an agent. just wow.,-1
12144,@americanair said that aa does not provide inflight wifi on the routes to china based on some federal laws but united does why is that?,-1
12145,@americanair right. but more than two hours late flight and it seems due to poor communication which sounded like it was annoying onplane staff,-1
12146,@americanair I am not sure what happened to my usairways status when the merger took place.,-1
12147,@americanair can u help rebook passenger via twitterdm.  been on hold for 1.5 hours. thanks!,-1
12148,@americanair I would like to apologize to the gate agent for flight aa76 i was not aware that zone 1 was after the nine other precious gems.,-1
12149,@americanair my key point of confusion is whether i can make this change even though the initial flight booking problems was on us airways metal?,0
12150,@americanair origindestinationdates are the same. going from us airways connecting flight to aa direct flight. award is saver level.,0
12151,@americanair when will the old 777200 fly ordpvg get upgraded?,0
12152,@americanair i know. just a little cold weather humor. :),0
12153,@americanair none of the lax flights into dfw have been cancelled flightled. those landing before and after ours are fine. completely arbitrary.,-1
12154,@americanair that does not really answer my question. maybe if i provide more details you can give me clarification...,-1
12155,@americanair this delayed bag was for my friend lisa pafe. she got her bag after 3 days in costa rica. issue no updates on your system.,-1
12156,@americanair thanks!,1
12157,@americanair aww thanks aa..dfw was on gma up here this am..so i understand ..btw a.a is my airline when im able to trv..love you guys.:),1
12158,@americanair these are some awesome photos. thanks for sharing! ,1
